openings: 400 positions from tests/openings_gen.fen
gauntlet: agent@engine vs agent@checkpoints/syzygy | SPRT elo0=0.0 elo1=8.0 alpha=0.025 beta=0.025 max_games=1500 | 10000ms+100ms | 6 workers
   1 games  +0 =1 -0   -0 Elo +/- 0   3fold=1 (100%)   147s      mean=0.500 LLR=+0.00 (game LLR=+0.00) [CONTINUE]
  23 games  +6 =14 -3   +46 Elo +/- 90   3fold=13 (57%)   243s      mean=0.565 LLR=+0.16 (game LLR=+0.17) [CONTINUE]
  24 games  +6 =15 -3   +44 Elo +/- 86   3fold=14 (58%)   249s      mean=0.562 LLR=+0.09 (game LLR=+0.17) [CONTINUE]
  25 games  +6 =16 -3   +42 Elo +/- 83   3fold=15 (60%)   255s      mean=0.560 LLR=+0.15 (game LLR=+0.18) [CONTINUE]
  26 games  +7 =16 -3   +54 Elo +/- 84   3fold=15 (58%)   265s      mean=0.577 LLR=+0.15 (game LLR=+0.24) [CONTINUE]
  27 games  +7 =17 -3   +52 Elo +/- 81   3fold=16 (59%)   267s      mean=0.574 LLR=+0.15 (game LLR=+0.24) [CONTINUE]
  28 games  +7 =18 -3   +50 Elo +/- 78   3fold=17 (61%)   269s      mean=0.571 LLR=+0.15 (game LLR=+0.25) [CONTINUE]
  29 games  +7 =19 -3   +48 Elo +/- 75   3fold=18 (62%)   272s      mean=0.569 LLR=+0.15 (game LLR=+0.26) [CONTINUE]
  30 games  +8 =19 -3   +58 Elo +/- 76   3fold=18 (60%)   277s      mean=0.583 LLR=+0.15 (game LLR=+0.32) [CONTINUE]
  31 games  +8 =19 -4   +45 Elo +/- 77   3fold=18 (58%)   281s      mean=0.565 LLR=+0.15 (game LLR=+0.23) [CONTINUE]
  32 games  +9 =19 -4   +55 Elo +/- 78   3fold=18 (56%)   295s      mean=0.578 LLR=+0.09 (game LLR=+0.28) [CONTINUE]
  33 games  +9 =19 -5   +42 Elo +/- 78   3fold=18 (55%)   297s      mean=0.561 LLR=+0.16 (game LLR=+0.20) [CONTINUE]
  34 games  +9 =20 -5   +41 Elo +/- 76   3fold=19 (56%)   301s      mean=0.559 LLR=+0.11 (game LLR=+0.21) [CONTINUE]
  35 games  +9 =21 -5   +40 Elo +/- 74   3fold=20 (57%)   304s      mean=0.557 LLR=+0.12 (game LLR=+0.21) [CONTINUE]
  36 games  +9 =22 -5   +39 Elo +/- 72   3fold=21 (58%)   305s      mean=0.556 LLR=+0.12 (game LLR=+0.22) [CONTINUE]
  37 games  +9 =22 -6   +28 Elo +/- 72   3fold=21 (57%)   312s      mean=0.541 LLR=+0.17 (game LLR=+0.15) [CONTINUE]
  38 games  +9 =23 -6   +27 Elo +/- 70   3fold=22 (58%)   325s      mean=0.539 LLR=+0.17 (game LLR=+0.15) [CONTINUE]
  39 games  +9 =24 -6   +27 Elo +/- 68   3fold=23 (59%)   329s      mean=0.538 LLR=+0.17 (game LLR=+0.16) [CONTINUE]
  40 games  +9 =25 -6   +26 Elo +/- 67   3fold=24 (60%)   330s      mean=0.537 LLR=+0.17 (game LLR=+0.16) [CONTINUE]
  41 games  +9 =26 -6   +25 Elo +/- 65   3fold=25 (61%)   335s      mean=0.537 LLR=+0.17 (game LLR=+0.16) [CONTINUE]
  42 games  +9 =27 -6   +25 Elo +/- 63   3fold=25 (60%)   337s      mean=0.536 LLR=+0.17 (game LLR=+0.16) [CONTINUE]
  43 games  +9 =27 -7   +16 Elo +/- 64   3fold=25 (58%)   343s      mean=0.523 LLR=+0.17 (game LLR=+0.09) [CONTINUE]
  44 games  +9 =27 -8   +8 Elo +/- 65   3fold=25 (57%)   358s      mean=0.511 LLR=+0.06 (game LLR=+0.03) [CONTINUE]
  45 games  +9 =28 -8   +8 Elo +/- 63   3fold=26 (58%)   362s      mean=0.511 LLR=+0.02 (game LLR=+0.03) [CONTINUE]
  46 games  +9 =29 -8   +8 Elo +/- 62   3fold=27 (59%)   363s      mean=0.511 LLR=+0.02 (game LLR=+0.03) [CONTINUE]
  47 games  +10 =29 -8   +15 Elo +/- 62   3fold=27 (57%)   366s      mean=0.521 LLR=+0.02 (game LLR=+0.09) [CONTINUE]
  48 games  +10 =30 -8   +14 Elo +/- 61   3fold=28 (58%)   366s      mean=0.521 LLR=+0.07 (game LLR=+0.09) [CONTINUE]
  49 games  +10 =31 -8   +14 Elo +/- 60   3fold=29 (59%)   368s      mean=0.520 LLR=+0.07 (game LLR=+0.09) [CONTINUE]
  50 games  +10 =32 -8   +14 Elo +/- 58   3fold=30 (60%)   389s      mean=0.520 LLR=+0.07 (game LLR=+0.09) [CONTINUE]
  51 games  +10 =33 -8   +14 Elo +/- 57   3fold=31 (61%)   390s      mean=0.520 LLR=+0.07 (game LLR=+0.09) [CONTINUE]
  52 games  +10 =34 -8   +13 Elo +/- 56   3fold=32 (62%)   392s      mean=0.519 LLR=+0.07 (game LLR=+0.09) [CONTINUE]
  53 games  +10 =35 -8   +13 Elo +/- 55   3fold=33 (62%)   393s      mean=0.519 LLR=+0.07 (game LLR=+0.09) [CONTINUE]
  54 games  +10 =36 -8   +13 Elo +/- 54   3fold=34 (63%)   395s      mean=0.519 LLR=+0.07 (game LLR=+0.10) [CONTINUE]
  55 games  +10 =37 -8   +13 Elo +/- 53   3fold=35 (64%)   396s      mean=0.518 LLR=+0.07 (game LLR=+0.10) [CONTINUE]
  56 games  +10 =38 -8   +12 Elo +/- 52   3fold=36 (64%)   416s      mean=0.518 LLR=+0.07 (game LLR=+0.10) [CONTINUE]
  57 games  +10 =39 -8   +12 Elo +/- 51   3fold=37 (65%)   421s      mean=0.518 LLR=+0.07 (game LLR=+0.10) [CONTINUE]
  58 games  +10 =40 -8   +12 Elo +/- 50   3fold=38 (66%)   421s      mean=0.517 LLR=+0.07 (game LLR=+0.10) [CONTINUE]
  59 games  +10 =41 -8   +12 Elo +/- 49   3fold=39 (66%)   422s      mean=0.517 LLR=+0.07 (game LLR=+0.10) [CONTINUE]
  60 games  +10 =41 -9   +6 Elo +/- 50   3fold=39 (65%)   424s      mean=0.508 LLR=+0.07 (game LLR=+0.02) [CONTINUE]
  61 games  +10 =42 -9   +6 Elo +/- 49   3fold=40 (66%)   427s      mean=0.508 LLR=+0.07 (game LLR=+0.02) [CONTINUE]
  62 games  +10 =42 -10   -0 Elo +/- 49   3fold=40 (65%)   443s      mean=0.500 LLR=+0.08 (game LLR=-0.05) [CONTINUE]
  63 games  +10 =43 -10   -0 Elo +/- 49   3fold=41 (65%)   450s      mean=0.500 LLR=+0.08 (game LLR=-0.05) [CONTINUE]
  64 games  +11 =43 -10   +5 Elo +/- 49   3fold=41 (64%)   450s      mean=0.508 LLR=+0.08 (game LLR=+0.02) [CONTINUE]
  65 games  +12 =43 -10   +11 Elo +/- 49   3fold=41 (63%)   452s      mean=0.515 LLR=+0.08 (game LLR=+0.09) [CONTINUE]
  66 games  +13 =43 -10   +16 Elo +/- 50   3fold=41 (62%)   455s      mean=0.523 LLR=+0.08 (game LLR=+0.15) [CONTINUE]
  67 games  +13 =44 -10   +16 Elo +/- 49   3fold=42 (63%)   469s      mean=0.522 LLR=+0.08 (game LLR=+0.15) [CONTINUE]
  68 games  +13 =45 -10   +15 Elo +/- 48   3fold=43 (63%)   474s      mean=0.522 LLR=+0.08 (game LLR=+0.15) [CONTINUE]
  69 games  +13 =46 -10   +15 Elo +/- 48   3fold=44 (64%)   480s      mean=0.522 LLR=+0.02 (game LLR=+0.15) [CONTINUE]
  70 games  +13 =47 -10   +15 Elo +/- 47   3fold=45 (64%)   481s      mean=0.521 LLR=+0.07 (game LLR=+0.15) [CONTINUE]
  71 games  +14 =47 -10   +20 Elo +/- 47   3fold=45 (63%)   482s      mean=0.528 LLR=+0.07 (game LLR=+0.22) [CONTINUE]
  72 games  +14 =47 -11   +14 Elo +/- 48   3fold=45 (62%)   486s      mean=0.521 LLR=+0.17 (game LLR=+0.14) [CONTINUE]
  73 games  +14 =48 -11   +14 Elo +/- 47   3fold=46 (63%)   492s      mean=0.521 LLR=+0.17 (game LLR=+0.15) [CONTINUE]
  74 games  +14 =48 -12   +9 Elo +/- 47   3fold=46 (62%)   503s      mean=0.514 LLR=+0.18 (game LLR=+0.08) [CONTINUE]
  75 games  +14 =48 -13   +5 Elo +/- 47   3fold=46 (61%)   508s      mean=0.507 LLR=+0.18 (game LLR=+0.01) [CONTINUE]
  76 games  +14 =48 -14   -0 Elo +/- 48   3fold=46 (61%)   511s      mean=0.500 LLR=+0.18 (game LLR=-0.05) [CONTINUE]
  77 games  +15 =48 -14   +5 Elo +/- 48   3fold=46 (60%)   512s      mean=0.506 LLR=+0.18 (game LLR=+0.01) [CONTINUE]
  78 games  +15 =49 -14   +4 Elo +/- 47   3fold=47 (60%)   515s      mean=0.506 LLR=+0.18 (game LLR=+0.01) [CONTINUE]
  79 games  +15 =49 -15   -0 Elo +/- 48   3fold=47 (59%)   521s      mean=0.500 LLR=+0.12 (game LLR=-0.06) [CONTINUE]
  80 games  +15 =50 -15   -0 Elo +/- 47   3fold=48 (60%)   526s      mean=0.500 LLR=+0.12 (game LLR=-0.06) [CONTINUE]
  81 games  +15 =51 -15   -0 Elo +/- 46   3fold=49 (60%)   527s      mean=0.500 LLR=+0.06 (game LLR=-0.06) [CONTINUE]
  82 games  +15 =52 -15   -0 Elo +/- 46   3fold=50 (61%)   537s      mean=0.500 LLR=+0.01 (game LLR=-0.06) [CONTINUE]
  83 games  +15 =53 -15   -0 Elo +/- 45   3fold=51 (61%)   544s      mean=0.500 LLR=+0.01 (game LLR=-0.06) [CONTINUE]
  84 games  +16 =53 -15   +4 Elo +/- 45   3fold=51 (61%)   549s      mean=0.506 LLR=+0.06 (game LLR=+0.00) [CONTINUE]
  85 games  +16 =54 -15   +4 Elo +/- 45   3fold=52 (61%)   549s      mean=0.506 LLR=+0.06 (game LLR=+0.00) [CONTINUE]
  86 games  +16 =55 -15   +4 Elo +/- 44   3fold=52 (60%)   552s      mean=0.506 LLR=+0.06 (game LLR=+0.00) [CONTINUE]
  87 games  +16 =56 -15   +4 Elo +/- 44   3fold=53 (61%)   558s      mean=0.506 LLR=+0.00 (game LLR=-0.00) [CONTINUE]
  88 games  +16 =57 -15   +4 Elo +/- 43   3fold=54 (61%)   565s      mean=0.506 LLR=+0.00 (game LLR=-0.00) [CONTINUE]
  89 games  +17 =57 -15   +8 Elo +/- 44   3fold=54 (61%)   571s      mean=0.511 LLR=+0.00 (game LLR=+0.06) [CONTINUE]
  90 games  +17 =58 -15   +8 Elo +/- 43   3fold=55 (61%)   579s      mean=0.511 LLR=+0.00 (game LLR=+0.06) [CONTINUE]
  91 games  +17 =59 -15   +8 Elo +/- 43   3fold=56 (62%)   583s      mean=0.511 LLR=+0.00 (game LLR=+0.06) [CONTINUE]
  92 games  +17 =60 -15   +8 Elo +/- 42   3fold=57 (62%)   587s      mean=0.511 LLR=-0.00 (game LLR=+0.06) [CONTINUE]
  93 games  +18 =60 -15   +11 Elo +/- 42   3fold=57 (61%)   589s      mean=0.516 LLR=-0.00 (game LLR=+0.13) [CONTINUE]
  94 games  +18 =60 -16   +7 Elo +/- 42   3fold=57 (61%)   595s      mean=0.511 LLR=-0.00 (game LLR=+0.06) [CONTINUE]
  95 games  +18 =60 -17   +4 Elo +/- 43   3fold=57 (60%)   596s      mean=0.505 LLR=-0.00 (game LLR=-0.01) [CONTINUE]
  96 games  +18 =61 -17   +4 Elo +/- 42   3fold=58 (60%)   609s      mean=0.505 LLR=-0.00 (game LLR=-0.01) [CONTINUE]
  97 games  +19 =61 -17   +7 Elo +/- 42   3fold=58 (60%)   611s      mean=0.510 LLR=-0.00 (game LLR=+0.05) [CONTINUE]
  98 games  +19 =62 -17   +7 Elo +/- 42   3fold=59 (60%)   611s      mean=0.510 LLR=-0.00 (game LLR=+0.05) [CONTINUE]
  99 games  +20 =62 -17   +11 Elo +/- 42   3fold=59 (60%)   620s      mean=0.515 LLR=-0.01 (game LLR=+0.11) [CONTINUE]
 100 games  +20 =63 -17   +10 Elo +/- 42   3fold=60 (60%)   625s      mean=0.515 LLR=+0.11 (game LLR=+0.12) [CONTINUE]
 101 games  +21 =63 -17   +14 Elo +/- 42   3fold=60 (59%)   627s      mean=0.520 LLR=+0.11 (game LLR=+0.17) [CONTINUE]
 102 games  +21 =64 -17   +14 Elo +/- 41   3fold=61 (60%)   633s      mean=0.520 LLR=+0.11 (game LLR=+0.18) [CONTINUE]
 103 games  +21 =64 -18   +10 Elo +/- 41   3fold=61 (59%)   640s      mean=0.515 LLR=+0.11 (game LLR=+0.11) [CONTINUE]
 104 games  +21 =65 -18   +10 Elo +/- 41   3fold=62 (60%)   641s      mean=0.514 LLR=+0.11 (game LLR=+0.11) [CONTINUE]
 105 games  +21 =66 -18   +10 Elo +/- 41   3fold=63 (60%)   649s      mean=0.514 LLR=+0.17 (game LLR=+0.11) [CONTINUE]
 106 games  +22 =66 -18   +13 Elo +/- 41   3fold=63 (59%)   655s      mean=0.519 LLR=+0.17 (game LLR=+0.17) [CONTINUE]
 107 games  +23 =66 -18   +16 Elo +/- 41   3fold=63 (59%)   660s      mean=0.523 LLR=+0.22 (game LLR=+0.23) [CONTINUE]
 108 games  +23 =67 -18   +16 Elo +/- 41   3fold=64 (59%)   662s      mean=0.523 LLR=+0.22 (game LLR=+0.23) [CONTINUE]
 109 games  +23 =68 -18   +16 Elo +/- 40   3fold=65 (60%)   668s      mean=0.523 LLR=+0.22 (game LLR=+0.23) [CONTINUE]
 110 games  +23 =69 -18   +16 Elo +/- 40   3fold=66 (60%)   670s      mean=0.523 LLR=+0.16 (game LLR=+0.23) [CONTINUE]
 111 games  +24 =69 -18   +19 Elo +/- 40   3fold=66 (59%)   676s      mean=0.527 LLR=+0.16 (game LLR=+0.29) [CONTINUE]
 112 games  +24 =70 -18   +19 Elo +/- 40   3fold=67 (60%)   680s      mean=0.527 LLR=+0.22 (game LLR=+0.29) [CONTINUE]
 113 games  +24 =71 -18   +18 Elo +/- 39   3fold=68 (60%)   689s      mean=0.527 LLR=+0.22 (game LLR=+0.29) [CONTINUE]
 114 games  +24 =71 -19   +15 Elo +/- 39   3fold=68 (60%)   693s      mean=0.522 LLR=+0.22 (game LLR=+0.23) [CONTINUE]
 115 games  +24 =72 -19   +15 Elo +/- 39   3fold=69 (60%)   696s      mean=0.522 LLR=+0.22 (game LLR=+0.23) [CONTINUE]
 116 games  +24 =73 -19   +15 Elo +/- 39   3fold=70 (60%)   698s      mean=0.522 LLR=+0.23 (game LLR=+0.23) [CONTINUE]
 117 games  +24 =74 -19   +15 Elo +/- 38   3fold=71 (61%)   709s      mean=0.521 LLR=+0.23 (game LLR=+0.23) [CONTINUE]
 118 games  +24 =75 -19   +15 Elo +/- 38   3fold=71 (60%)   710s      mean=0.521 LLR=+0.23 (game LLR=+0.23) [CONTINUE]
 119 games  +24 =76 -19   +15 Elo +/- 38   3fold=72 (61%)   717s      mean=0.521 LLR=+0.23 (game LLR=+0.23) [CONTINUE]
 120 games  +24 =76 -20   +12 Elo +/- 38   3fold=72 (60%)   717s      mean=0.517 LLR=+0.23 (game LLR=+0.16) [CONTINUE]
 121 games  +24 =77 -20   +11 Elo +/- 37   3fold=72 (60%)   728s      mean=0.517 LLR=+0.23 (game LLR=+0.17) [CONTINUE]
 122 games  +24 =78 -20   +11 Elo +/- 37   3fold=73 (60%)   729s      mean=0.516 LLR=+0.23 (game LLR=+0.17) [CONTINUE]
 123 games  +24 =79 -20   +11 Elo +/- 37   3fold=74 (60%)   734s      mean=0.516 LLR=+0.23 (game LLR=+0.17) [CONTINUE]
 124 games  +24 =80 -20   +11 Elo +/- 37   3fold=75 (60%)   739s      mean=0.516 LLR=+0.23 (game LLR=+0.17) [CONTINUE]
 125 games  +24 =80 -21   +8 Elo +/- 37   3fold=75 (60%)   744s      mean=0.512 LLR=+0.23 (game LLR=+0.10) [CONTINUE]
 126 games  +24 =80 -22   +6 Elo +/- 37   3fold=75 (60%)   751s      mean=0.508 LLR=+0.17 (game LLR=+0.03) [CONTINUE]
 127 games  +24 =81 -22   +5 Elo +/- 36   3fold=76 (60%)   758s      mean=0.508 LLR=+0.03 (game LLR=+0.03) [CONTINUE]
 128 games  +24 =82 -22   +5 Elo +/- 36   3fold=77 (60%)   758s      mean=0.508 LLR=+0.03 (game LLR=+0.03) [CONTINUE]
 129 games  +24 =82 -23   +3 Elo +/- 36   3fold=77 (60%)   760s      mean=0.504 LLR=+0.03 (game LLR=-0.03) [CONTINUE]
 130 games  +24 =82 -24   -0 Elo +/- 36   3fold=77 (59%)   770s      mean=0.500 LLR=+0.03 (game LLR=-0.09) [CONTINUE]
 131 games  +24 =83 -24   -0 Elo +/- 36   3fold=78 (60%)   774s      mean=0.500 LLR=-0.03 (game LLR=-0.09) [CONTINUE]
 132 games  +24 =84 -24   -0 Elo +/- 36   3fold=79 (60%)   784s      mean=0.500 LLR=-0.03 (game LLR=-0.10) [CONTINUE]
 133 games  +24 =85 -24   -0 Elo +/- 36   3fold=80 (60%)   784s      mean=0.500 LLR=-0.03 (game LLR=-0.10) [CONTINUE]
 134 games  +25 =85 -24   +3 Elo +/- 36   3fold=80 (60%)   786s      mean=0.504 LLR=-0.03 (game LLR=-0.03) [CONTINUE]
 135 games  +25 =86 -24   +3 Elo +/- 35   3fold=81 (60%)   797s      mean=0.504 LLR=-0.03 (game LLR=-0.04) [CONTINUE]
 136 games  +25 =87 -24   +3 Elo +/- 35   3fold=81 (60%)   801s      mean=0.504 LLR=-0.03 (game LLR=-0.04) [CONTINUE]
 137 games  +25 =88 -24   +3 Elo +/- 35   3fold=82 (60%)   803s      mean=0.504 LLR=-0.09 (game LLR=-0.04) [CONTINUE]
 138 games  +26 =88 -24   +5 Elo +/- 35   3fold=82 (59%)   812s      mean=0.507 LLR=-0.10 (game LLR=+0.03) [CONTINUE]
 139 games  +26 =89 -24   +5 Elo +/- 35   3fold=83 (60%)   814s      mean=0.507 LLR=-0.10 (game LLR=+0.03) [CONTINUE]
 140 games  +26 =89 -25   +2 Elo +/- 35   3fold=83 (59%)   821s      mean=0.504 LLR=-0.10 (game LLR=-0.04) [CONTINUE]
 141 games  +26 =90 -25   +2 Elo +/- 35   3fold=84 (60%)   824s      mean=0.504 LLR=-0.10 (game LLR=-0.04) [CONTINUE]
 142 games  +27 =90 -25   +5 Elo +/- 35   3fold=84 (59%)   831s      mean=0.507 LLR=-0.10 (game LLR=+0.02) [CONTINUE]
 143 games  +27 =91 -25   +5 Elo +/- 34   3fold=85 (59%)   832s      mean=0.507 LLR=-0.10 (game LLR=+0.02) [CONTINUE]
 144 games  +27 =92 -25   +5 Elo +/- 34   3fold=86 (60%)   836s      mean=0.507 LLR=-0.10 (game LLR=+0.02) [CONTINUE]
 145 games  +27 =93 -25   +5 Elo +/- 34   3fold=87 (60%)   843s      mean=0.507 LLR=-0.10 (game LLR=+0.02) [CONTINUE]
 146 games  +27 =93 -26   +2 Elo +/- 34   3fold=87 (60%)   845s      mean=0.503 LLR=-0.04 (game LLR=-0.04) [CONTINUE]
 147 games  +27 =94 -26   +2 Elo +/- 34   3fold=88 (60%)   853s      mean=0.503 LLR=-0.04 (game LLR=-0.04) [CONTINUE]
 148 games  +28 =94 -26   +5 Elo +/- 34   3fold=88 (59%)   854s      mean=0.507 LLR=+0.02 (game LLR=+0.02) [CONTINUE]
 149 games  +28 =95 -26   +5 Elo +/- 34   3fold=89 (60%)   864s      mean=0.507 LLR=+0.02 (game LLR=+0.02) [CONTINUE]
 150 games  +28 =96 -26   +5 Elo +/- 33   3fold=90 (60%)   870s      mean=0.507 LLR=+0.02 (game LLR=+0.02) [CONTINUE]
 151 games  +29 =96 -26   +7 Elo +/- 34   3fold=90 (60%)   872s      mean=0.510 LLR=+0.02 (game LLR=+0.08) [CONTINUE]
 152 games  +29 =97 -26   +7 Elo +/- 33   3fold=90 (59%)   876s      mean=0.510 LLR=+0.02 (game LLR=+0.08) [CONTINUE]
 153 games  +30 =97 -26   +9 Elo +/- 33   3fold=90 (59%)   882s      mean=0.513 LLR=+0.02 (game LLR=+0.14) [CONTINUE]
 154 games  +30 =97 -27   +7 Elo +/- 33   3fold=90 (58%)   888s      mean=0.510 LLR=+0.02 (game LLR=+0.08) [CONTINUE]
 155 games  +30 =98 -27   +7 Elo +/- 33   3fold=91 (59%)   893s      mean=0.510 LLR=+0.02 (game LLR=+0.08) [CONTINUE]
 156 games  +31 =98 -27   +9 Elo +/- 33   3fold=91 (58%)   903s      mean=0.513 LLR=+0.02 (game LLR=+0.14) [CONTINUE]
 157 games  +32 =98 -27   +11 Elo +/- 33   3fold=91 (58%)   906s      mean=0.516 LLR=+0.02 (game LLR=+0.20) [CONTINUE]
 158 games  +33 =98 -27   +13 Elo +/- 33   3fold=91 (58%)   909s      mean=0.519 LLR=+0.08 (game LLR=+0.25) [CONTINUE]
 159 games  +33 =99 -27   +13 Elo +/- 33   3fold=92 (58%)   910s      mean=0.519 LLR=+0.08 (game LLR=+0.26) [CONTINUE]
 160 games  +33 =100 -27   +13 Elo +/- 33   3fold=93 (58%)   914s      mean=0.519 LLR=+0.15 (game LLR=+0.26) [CONTINUE]
 161 games  +33 =101 -27   +13 Elo +/- 33   3fold=94 (58%)   918s      mean=0.519 LLR=+0.15 (game LLR=+0.26) [CONTINUE]
 162 games  +33 =102 -27   +13 Elo +/- 33   3fold=95 (59%)   931s      mean=0.519 LLR=+0.15 (game LLR=+0.26) [CONTINUE]
 163 games  +33 =103 -27   +13 Elo +/- 32   3fold=96 (59%)   934s      mean=0.518 LLR=+0.21 (game LLR=+0.26) [CONTINUE]
 164 games  +33 =104 -27   +13 Elo +/- 32   3fold=97 (59%)   937s      mean=0.518 LLR=+0.21 (game LLR=+0.26) [CONTINUE]
 165 games  +33 =105 -27   +13 Elo +/- 32   3fold=98 (59%)   942s      mean=0.518 LLR=+0.28 (game LLR=+0.26) [CONTINUE]
 166 games  +34 =105 -27   +15 Elo +/- 32   3fold=98 (59%)   945s      mean=0.521 LLR=+0.28 (game LLR=+0.32) [CONTINUE]
 167 games  +35 =105 -27   +17 Elo +/- 32   3fold=98 (59%)   947s      mean=0.524 LLR=+0.28 (game LLR=+0.38) [CONTINUE]
 168 games  +35 =106 -27   +17 Elo +/- 32   3fold=99 (59%)   961s      mean=0.524 LLR=+0.34 (game LLR=+0.38) [CONTINUE]
 169 games  +35 =107 -27   +16 Elo +/- 32   3fold=100 (59%)   965s      mean=0.524 LLR=+0.34 (game LLR=+0.38) [CONTINUE]
 170 games  +35 =108 -27   +16 Elo +/- 32   3fold=101 (59%)   968s      mean=0.524 LLR=+0.34 (game LLR=+0.38) [CONTINUE]
 171 games  +35 =109 -27   +16 Elo +/- 31   3fold=102 (60%)   972s      mean=0.523 LLR=+0.35 (game LLR=+0.39) [CONTINUE]
 172 games  +36 =109 -27   +18 Elo +/- 31   3fold=102 (59%)   975s      mean=0.526 LLR=+0.35 (game LLR=+0.44) [CONTINUE]
 173 games  +36 =110 -27   +18 Elo +/- 31   3fold=103 (60%)   980s      mean=0.526 LLR=+0.46 (game LLR=+0.45) [CONTINUE]
 174 games  +36 =111 -27   +18 Elo +/- 31   3fold=104 (60%)   991s      mean=0.526 LLR=+0.46 (game LLR=+0.45) [CONTINUE]
 175 games  +36 =112 -27   +18 Elo +/- 31   3fold=105 (60%)   991s      mean=0.526 LLR=+0.46 (game LLR=+0.45) [CONTINUE]
 176 games  +36 =112 -28   +16 Elo +/- 31   3fold=105 (60%)   999s      mean=0.523 LLR=+0.46 (game LLR=+0.38) [CONTINUE]
 177 games  +36 =113 -28   +16 Elo +/- 31   3fold=106 (60%)   1002s      mean=0.523 LLR=+0.46 (game LLR=+0.38) [CONTINUE]
 178 games  +36 =114 -28   +16 Elo +/- 31   3fold=107 (60%)   1004s      mean=0.522 LLR=+0.46 (game LLR=+0.38) [CONTINUE]
 179 games  +36 =114 -29   +14 Elo +/- 31   3fold=107 (60%)   1016s      mean=0.520 LLR=+0.47 (game LLR=+0.31) [CONTINUE]
 180 games  +36 =115 -29   +14 Elo +/- 31   3fold=108 (60%)   1017s      mean=0.519 LLR=+0.40 (game LLR=+0.32) [CONTINUE]
